,date,county,state,GEOID,cases,deaths,NAME,POPESTIMATE2020,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,USUALLY,SELDOM,cases_per_100k
41,2020-07-14,Limestone,Alabama,01083,697,5.0,Limestone,104322,0.102,0.034,0.133,0.336,0.395,0.7310000000000001,0.136,668.1236939475854
42,2020-07-14,Lowndes,Alabama,01085,502,25.0,Lowndes,10297,0.12,0.073,0.145,0.199,0.464,0.663,0.193,4875.206370787608
43,2020-07-14,Macon,Alabama,01087,233,9.0,Macon,19476,0.008,0.033,0.241,0.172,0.545,0.7170000000000001,0.041,1196.3442185253646
44,2020-07-14,Madison,Alabama,01089,2767,10.0,Madison,389696,0.062,0.05,0.123,0.177,0.589,0.766,0.112,710.0406470684842
45,2020-07-14,Marengo,Alabama,01091,366,11.0,Marengo,19264,0.033,0.151,0.118,0.186,0.512,0.698,0.184,1899.9169435215947
46,2020-07-14,Marion,Alabama,01093,336,14.0,Marion,29287,0.129,0.064,0.246,0.207,0.353,0.5599999999999999,0.193,1147.2667053641546
47,2020-07-14,Marshall,Alabama,01095,2105,12.0,Marshall,97608,0.075,0.064,0.129,0.253,0.479,0.732,0.139,2156.5855257765757
48,2020-07-14,Mobile,Alabama,01097,5231,152.0,Mobile,414250,0.077,0.07,0.102,0.244,0.506,0.75,0.14700000000000002,1262.7640313820157
49,2020-07-14,Monroe,Alabama,01099,286,4.0,Monroe,19723,0.112,0.041,0.182,0.288,0.378,0.6659999999999999,0.153,1450.0836586726157
50,2020-07-14,Montgomery,Alabama,01101,4739,116.0,Montgomery,228448,0.056,0.095,0.123,0.212,0.513,0.725,0.151,2074.4326936545735
51,2020-07-14,Morgan,Alabama,01103,1446,6.0,Morgan,123336,0.078,0.077,0.082,0.304,0.459,0.763,0.155,1172.4070830900953
52,2020-07-14,Perry,Alabama,01105,265,2.0,Perry,8452,0.025,0.084,0.087,0.187,0.618,0.8049999999999999,0.10900000000000001,3135.3525792711785
53,2020-07-14,Pickens,Alabama,01107,283,6.0,Pickens,19062,0.031,0.06,0.169,0.157,0.584,0.741,0.091,1484.6291050257055
54,2020-07-14,Pike,Alabama,01109,497,5.0,Pike,32981,0.06,0.131,0.145,0.333,0.33,0.663,0.191,1506.928231405961
55,2020-07-14,Randolph,Alabama,01111,284,10.0,Randolph,21971,0.158,0.226,0.105,0.144,0.368,0.512,0.384,1292.6129898502572
56,2020-07-14,Russell,Alabama,01113,743,0.0,Russell,59226,0.069,0.067,0.08,0.213,0.57,0.7829999999999999,0.136,1254.5165974403133
57,2020-07-14,St. Clair,Alabama,01115,663,3.0,St. Clair,91333,0.027,0.134,0.144,0.2,0.495,0.6950000000000001,0.161,725.9150580841535
58,2020-07-14,Shelby,Alabama,01117,1863,26.0,Shelby,223708,0.022,0.075,0.118,0.24,0.545,0.785,0.097,832.7820194181701
59,2020-07-14,Sumter,Alabama,01119,305,13.0,Sumter,12295,0.055,0.068,0.118,0.197,0.562,0.7590000000000001,0.123,2480.683204554697
60,2020-07-14,Talladega,Alabama,01121,467,8.0,Talladega,82069,0.113,0.15,0.208,0.169,0.361,0.53,0.263,569.0333743557251
61,2020-07-14,Tallapoosa,Alabama,01123,660,70.0,Tallapoosa,41229,0.067,0.095,0.136,0.296,0.406,0.702,0.162,1600.8149603434476
62,2020-07-14,Tuscaloosa,Alabama,01125,2799,56.0,Tuscaloosa,227153,0.041,0.036,0.144,0.247,0.532,0.779,0.077,1232.2091277685086
63,2020-07-14,Walker,Alabama,01127,1143,35.0,Walker,65100,0.09,0.081,0.145,0.256,0.429,0.685,0.17099999999999999,1755.7603686635944
64,2020-07-14,Washington,Alabama,01129,161,8.0,Washington,15296,0.018,0.077,0.102,0.307,0.495,0.802,0.095,1052.562761506276
65,2020-07-14,Wilcox,Alabama,01131,328,8.0,Wilcox,10518,0.061,0.098,0.199,0.187,0.455,0.642,0.159,3118.4635862331243
66,2020-07-14,Winston,Alabama,01133,319,7.0,Winston,23491,0.13,0.046,0.328,0.183,0.312,0.495,0.176,1357.9668809331233
67,2020-07-14,Aleutians East Borough,Alaska,02013,2,0.0,Aleutians East Borough,3418,0.067,0.032,0.034,0.316,0.551,0.867,0.099,58.51375073142189
68,2020-07-14,Aleutians West Census Area,Alaska,02016,6,0.0,Aleutians West Census Area,5206,0.078,0.031,0.03,0.337,0.524,0.861,0.109,115.2516327314637
69,2020-07-14,Anchorage,Alaska,02020,840,8.0,Anchorage Municipality,290637,0.042,0.05,0.049,0.196,0.663,0.859,0.092,289.0203243220925
70,2020-07-14,Bethel Census Area,Alaska,02050,18,0.0,Bethel Census Area,18648,0.101,0.022,0.014,0.45,0.413,0.863,0.123,96.52509652509653
71,2020-07-14,Denali Borough,Alaska,02068,1,0.0,Denali Borough,1611,0.062,0.081,0.067,0.225,0.565,0.7899999999999999,0.14300000000000002,62.07324643078833
72,2020-07-14,Dillingham Census Area,Alaska,02070,21,0.0,Dillingham Census Area,4839,0.072,0.025,0.027,0.391,0.484,0.875,0.097,433.9739615623063
73,2020-07-14,Fairbanks North Star Borough,Alaska,02090,282,2.0,Fairbanks North Star Borough,95286,0.094,0.084,0.175,0.234,0.413,0.647,0.178,295.9511365783011
74,2020-07-14,Haines Borough,Alaska,02100,6,0.0,Haines Borough,2085,0.055,0.05,0.123,0.419,0.352,0.7709999999999999,0.10500000000000001,287.76978417266184
75,2020-07-14,Juneau City and Borough,Alaska,02110,58,2.0,Juneau City and Borough,32195,0.051,0.067,0.133,0.396,0.353,0.749,0.118,180.1521975462028
76,2020-07-14,Kenai Peninsula Borough,Alaska,02122,232,1.0,Kenai Peninsula Borough,58893,0.043,0.047,0.051,0.197,0.662,0.859,0.09,393.93476304484403
77,2020-07-14,Ketchikan Gateway Borough,Alaska,02130,32,0.0,Ketchikan Gateway Borough,13902,0.025,0.149,0.174,0.256,0.396,0.652,0.174,230.18270752409725
78,2020-07-14,Kodiak Island Borough,Alaska,02150,12,0.0,Kodiak Island Borough,13023,0.042,0.043,0.049,0.233,0.633,0.866,0.08499999999999999,92.14466712739001
79,2020-07-14,Kusilvak Census Area,Alaska,02158,2,0.0,Kusilvak Census Area,8357,0.103,0.022,0.007,0.521,0.347,0.868,0.125,23.932033026205577
80,2020-07-14,Matanuska-Susitna Borough,Alaska,02170,161,2.0,Matanuska-Susitna Borough,107460,0.042,0.051,0.048,0.198,0.66,0.8580000000000001,0.093,149.82319002419504
81,2020-07-14,Nome Census Area,Alaska,02180,18,0.0,Nome Census Area,10032,0.086,0.061,0.009,0.544,0.3,0.8440000000000001,0.147,179.42583732057417
82,2020-07-14,North Slope Borough,Alaska,02185,6,0.0,North Slope Borough,10993,0.036,0.059,0.235,0.215,0.455,0.67,0.095,54.580187391976715
83,2020-07-14,Northwest Arctic Borough,Alaska,02188,7,0.0,Northwest Arctic Borough,7784,0.035,0.188,0.051,0.474,0.252,0.726,0.223,89.92805755395683
84,2020-07-14,Petersburg Borough,Alaska,02195,9,0.0,Petersburg Borough,3401,0.042,0.095,0.148,0.349,0.365,0.714,0.137,264.6280505733608
85,2020-07-14,Prince of Wales-Hyder Census Area,Alaska,02198,3,0.0,Prince of Wales-Hyder Census Area,5725,0.033,0.125,0.161,0.3,0.38,0.6799999999999999,0.158,52.40174672489083
86,2020-07-14,Sitka City and Borough,Alaska,02220,18,0.0,Sitka City and Borough,8428,0.048,0.077,0.137,0.381,0.357,0.738,0.125,213.57380161366873
87,2020-07-14,Southeast Fairbanks Census Area,Alaska,02240,22,0.0,Southeast Fairbanks Census Area,6831,0.064,0.071,0.14,0.272,0.453,0.7250000000000001,0.135,322.061191626409
88,2020-07-14,Wrangell City and Borough,Alaska,02275,8,0.0,Wrangell City and Borough,2130,0.035,0.119,0.16,0.312,0.374,0.6859999999999999,0.154,375.5868544600939
89,2020-07-14,Yukon-Koyukuk Census Area,Alaska,02290,14,0.0,Yukon-Koyukuk Census Area,5300,0.044,0.047,0.126,0.425,0.358,0.7829999999999999,0.091,264.1509433962264
90,2020-07-14,Apache,Arizona,04001,2611,104.0,Apache,65897,0.055,0.063,0.031,0.15,0.701,0.851,0.118,3962.2441082295095
91,2020-07-14,Cochise,Arizona,04003,1100,27.0,Cochise,125398,0.053,0.025,0.147,0.194,0.581,0.7749999999999999,0.078,877.2069729979745
92,2020-07-14,Coconino,Arizona,04005,2523,102.0,Coconino,145116,0.039,0.08,0.07,0.11,0.702,0.8119999999999999,0.119,1738.609112709832
93,2020-07-14,Gila,Arizona,04007,468,15.0,Gila,53306,0.073,0.014,0.03,0.336,0.547,0.883,0.087,877.9499493490414
94,2020-07-14,Graham,Arizona,04009,218,4.0,Graham,38614,0.095,0.067,0.237,0.049,0.553,0.6020000000000001,0.162,564.5620759310095
95,2020-07-14,Greenlee,Arizona,04011,33,1.0,Greenlee,9522,0.111,0.089,0.167,0.089,0.544,0.633,0.2,346.5658475110271
96,2020-07-14,La Paz,Arizona,04012,412,7.0,La Paz,16580,0.031,0.064,0.162,0.173,0.57,0.7429999999999999,0.095,2484.9215922798553
97,2020-07-14,Maricopa,Arizona,04013,84233,1198.0,Maricopa,4438342,0.023,0.025,0.059,0.158,0.734,0.892,0.048,1897.848340664149
98,2020-07-14,Mohave,Arizona,04015,1947,99.0,Mohave,214070,0.051,0.096,0.104,0.164,0.585,0.749,0.147,909.5155790162097
99,2020-07-14,Navajo,Arizona,04017,4482,145.0,Navajo,106802,0.091,0.108,0.059,0.139,0.602,0.741,0.199,4196.550626392765
100,2020-07-14,Pima,Arizona,04019,12114,338.0,Pima,1045599,0.023,0.024,0.073,0.121,0.759,0.88,0.047,1158.5703505837323
101,2020-07-14,Pinal,Arizona,04021,5945,88.0,Pinal,429583,0.033,0.055,0.096,0.148,0.667,0.8150000000000001,0.088,1383.9002008924933
102,2020-07-14,Santa Cruz,Arizona,04023,2208,33.0,Santa Cruz,47653,0.028,0.002,0.058,0.074,0.837,0.9109999999999999,0.03,4633.49631712589
103,2020-07-14,Yavapai,Arizona,04025,1201,21.0,Yavapai,237067,0.031,0.073,0.081,0.176,0.639,0.815,0.104,506.6078366031544
104,2020-07-14,Yuma,Arizona,04027,8631,159.0,Yuma,204437,0.008,0.013,0.046,0.129,0.804,0.933,0.020999999999999998,4221.838512598013
105,2020-07-14,Arkansas,Arkansas,05001,66,0.0,Arkansas,17105,0.019,0.073,0.134,0.216,0.557,0.773,0.092,385.85209003215436
106,2020-07-14,Ashley,Arkansas,05003,111,3.0,Ashley,18960,0.023,0.103,0.163,0.117,0.595,0.712,0.126,585.4430379746835
107,2020-07-14,Baxter,Arkansas,05005,31,0.0,Baxter,41655,0.15,0.104,0.108,0.104,0.534,0.638,0.254,74.42083783459368
108,2020-07-14,Benton,Arkansas,05007,3551,23.0,Benton,286353,0.081,0.034,0.083,0.16,0.643,0.803,0.115,1240.0778060645428
109,2020-07-14,Boone,Arkansas,05009,63,1.0,Boone,37352,0.129,0.145,0.122,0.189,0.416,0.605,0.274,168.6656671664168
110,2020-07-14,Bradley,Arkansas,05011,82,2.0,Bradley,10498,0.094,0.102,0.175,0.184,0.445,0.629,0.196,781.1011621261192
111,2020-07-14,Calhoun,Arkansas,05013,4,0.0,Calhoun,4725,0.145,0.132,0.108,0.211,0.404,0.615,0.277,84.65608465608466
112,2020-07-14,Carroll,Arkansas,05015,236,6.0,Carroll,28202,0.111,0.068,0.115,0.129,0.577,0.706,0.179,836.8200836820083
113,2020-07-14,Chicot,Arkansas,05017,224,3.0,Chicot,10143,0.104,0.074,0.193,0.097,0.531,0.628,0.178,2208.4195997239476
114,2020-07-14,Clark,Arkansas,05019,76,0.0,Clark,21362,0.08,0.091,0.08,0.231,0.518,0.749,0.17099999999999999,355.7719314670911
115,2020-07-14,Clay,Arkansas,05021,84,3.0,Clay,14508,0.082,0.124,0.157,0.242,0.395,0.637,0.20600000000000002,578.9909015715467
116,2020-07-14,Cleburne,Arkansas,05023,137,4.0,Cleburne,24665,0.036,0.065,0.093,0.259,0.546,0.805,0.101,555.4429353334684
117,2020-07-14,Cleveland,Arkansas,05025,38,0.0,Cleveland,7544,0.107,0.03,0.16,0.231,0.472,0.703,0.137,503.711558854719
118,2020-07-14,Columbia,Arkansas,05027,112,5.0,Columbia,22741,0.241,0.072,0.054,0.25,0.383,0.633,0.313,492.50252847280245
119,2020-07-14,Conway,Arkansas,05029,98,3.0,Conway,20729,0.071,0.12,0.137,0.347,0.325,0.6719999999999999,0.191,472.7676202421728
120,2020-07-14,Craighead,Arkansas,05031,610,7.0,Craighead,111576,0.078,0.123,0.138,0.341,0.32,0.661,0.201,546.7125546712555
121,2020-07-14,Crawford,Arkansas,05033,291,3.0,Crawford,60107,0.155,0.1,0.167,0.211,0.367,0.578,0.255,484.1366230222769
122,2020-07-14,Crittenden,Arkansas,05035,879,14.0,Crittenden,48067,0.059,0.017,0.11,0.306,0.508,0.8140000000000001,0.076,1828.6974431522667
123,2020-07-14,Cross,Arkansas,05037,102,1.0,Cross,16762,0.097,0.017,0.163,0.319,0.404,0.7230000000000001,0.114,608.5192697768763
124,2020-07-14,Dallas,Arkansas,05039,13,0.0,Dallas,6445,0.197,0.055,0.093,0.196,0.459,0.655,0.252,201.7067494181536
125,2020-07-14,Desha,Arkansas,05041,85,1.0,Desha,11330,0.078,0.033,0.19,0.189,0.509,0.698,0.111,750.2206531332745
126,2020-07-14,Drew,Arkansas,05043,96,2.0,Drew,17309,0.063,0.049,0.207,0.159,0.523,0.682,0.112,554.6247616846728
127,2020-07-14,Faulkner,Arkansas,05045,810,4.0,Faulkner,123666,0.066,0.027,0.077,0.403,0.426,0.829,0.093,654.9900538547378
128,2020-07-14,Franklin,Arkansas,05047,34,1.0,Franklin,17122,0.149,0.079,0.245,0.187,0.34,0.527,0.22799999999999998,198.57493283494918
129,2020-07-14,Fulton,Arkansas,05049,18,0.0,Fulton,12033,0.105,0.121,0.226,0.197,0.351,0.548,0.22599999999999998,149.58863126402395
130,2020-07-14,Garland,Arkansas,05051,347,3.0,Garland,100162,0.025,0.102,0.068,0.21,0.596,0.8059999999999999,0.127,346.4387691939059
131,2020-07-14,Grant,Arkansas,05053,62,0.0,Grant,17975,0.082,0.043,0.127,0.258,0.489,0.747,0.125,344.92350486787205
132,2020-07-14,Greene,Arkansas,05055,154,0.0,Greene,45818,0.062,0.141,0.154,0.346,0.297,0.643,0.20299999999999999,336.11244489065433
133,2020-07-14,Hempstead,Arkansas,05057,96,1.0,Hempstead,19993,0.098,0.073,0.096,0.179,0.554,0.7330000000000001,0.17099999999999999,480.1680588205872
134,2020-07-14,Hot Spring,Arkansas,05059,1294,1.0,Hot Spring,33034,0.059,0.086,0.079,0.216,0.56,0.776,0.145,3917.1762426590785
135,2020-07-14,Howard,Arkansas,05061,154,1.0,Howard,12755,0.081,0.07,0.145,0.145,0.56,0.7050000000000001,0.15100000000000002,1207.3696589572717
136,2020-07-14,Independence,Arkansas,05063,79,0.0,Independence,37892,0.137,0.156,0.088,0.179,0.44,0.619,0.29300000000000004,208.48727963686267
137,2020-07-14,Izard,Arkansas,05065,26,1.0,Izard,13576,0.086,0.121,0.133,0.23,0.43,0.66,0.207,191.51443724219212
138,2020-07-14,Jackson,Arkansas,05067,42,0.0,Jackson,16737,0.116,0.103,0.135,0.179,0.468,0.647,0.219,250.94102885821832
139,2020-07-14,Jefferson,Arkansas,05069,900,29.0,Jefferson,66811,0.042,0.036,0.172,0.173,0.577,0.75,0.078,1347.0835640837586
140,2020-07-14,Johnson,Arkansas,05071,427,0.0,Johnson,25692,0.144,0.103,0.205,0.221,0.328,0.549,0.247,1661.9959520473299
141,2020-07-14,Lafayette,Arkansas,05073,32,2.0,Lafayette,6294,0.12,0.082,0.078,0.234,0.486,0.72,0.202,508.42071814426436
142,2020-07-14,Lawrence,Arkansas,05075,123,9.0,Lawrence,16196,0.085,0.128,0.153,0.298,0.337,0.635,0.21300000000000002,759.4467769819709
143,2020-07-14,Lee,Arkansas,05077,850,5.0,Lee,8529,0.103,0.032,0.195,0.263,0.407,0.6699999999999999,0.135,9965.998358541447
144,2020-07-14,Lincoln,Arkansas,05079,1052,11.0,Lincoln,12879,0.035,0.016,0.194,0.201,0.554,0.7550000000000001,0.051000000000000004,8168.336050935632
145,2020-07-14,Little River,Arkansas,05081,50,0.0,Little River,11971,0.074,0.121,0.106,0.201,0.499,0.7,0.195,417.6760504552669
146,2020-07-14,Logan,Arkansas,05083,89,0.0,Logan,21097,0.148,0.11,0.12,0.143,0.479,0.622,0.258,421.8609280940418
147,2020-07-14,Lonoke,Arkansas,05085,213,1.0,Lonoke,74042,0.048,0.045,0.136,0.297,0.474,0.7709999999999999,0.093,287.67456308581615
148,2020-07-14,Madison,Arkansas,05087,224,1.0,Madison,16551,0.075,0.088,0.159,0.114,0.564,0.6779999999999999,0.16299999999999998,1353.3925442571447
149,2020-07-14,Marion,Arkansas,05089,14,0.0,Marion,16862,0.171,0.112,0.119,0.108,0.49,0.598,0.28300000000000003,83.02692444549875
150,2020-07-14,Miller,Arkansas,05091,291,2.0,Miller,42570,0.064,0.124,0.106,0.219,0.487,0.706,0.188,683.5799859055674
151,2020-07-14,Mississippi,Arkansas,05093,349,3.0,Mississippi,40503,0.033,0.109,0.134,0.284,0.44,0.724,0.14200000000000002,861.6645680566871
152,2020-07-14,Monroe,Arkansas,05095,27,0.0,Monroe,6765,0.068,0.128,0.127,0.271,0.406,0.677,0.196,399.1130820399113
153,2020-07-14,Montgomery,Arkansas,05097,7,0.0,Montgomery,8459,0.081,0.095,0.136,0.166,0.521,0.687,0.176,82.75209835677975
154,2020-07-14,Nevada,Arkansas,05099,112,3.0,Nevada,8284,0.143,0.048,0.084,0.224,0.501,0.725,0.191,1352.0038628681796
155,2020-07-14,Newton,Arkansas,05101,12,0.0,Newton,7198,0.107,0.14,0.084,0.261,0.408,0.669,0.247,166.7129758266185
156,2020-07-14,Ouachita,Arkansas,05103,37,0.0,Ouachita,22592,0.151,0.097,0.06,0.242,0.449,0.6910000000000001,0.248,163.77478753541075
157,2020-07-14,Perry,Arkansas,05105,34,0.0,Perry,9997,0.098,0.051,0.08,0.367,0.404,0.771,0.149,340.10203060918275
158,2020-07-14,Phillips,Arkansas,05107,191,5.0,Phillips,16445,0.052,0.061,0.134,0.276,0.477,0.753,0.11299999999999999,1161.4472484037701
159,2020-07-14,Pike,Arkansas,05109,20,0.0,Pike,10165,0.064,0.061,0.2,0.176,0.501,0.677,0.125,196.75356615838663
160,2020-07-14,Poinsett,Arkansas,05111,78,3.0,Poinsett,22893,0.077,0.098,0.141,0.287,0.397,0.6839999999999999,0.175,340.71550255536624
161,2020-07-14,Polk,Arkansas,05113,90,0.0,Polk,19182,0.18,0.08,0.217,0.076,0.446,0.522,0.26,469.18986549890525
162,2020-07-14,Pope,Arkansas,05115,719,4.0,Pope,63346,0.082,0.151,0.181,0.285,0.302,0.587,0.23299999999999998,1135.0361506646038
163,2020-07-14,Prairie,Arkansas,05117,38,0.0,Prairie,8248,0.062,0.17,0.103,0.273,0.391,0.664,0.232,460.71774975751697
164,2020-07-14,Pulaski,Arkansas,05119,3148,67.0,Pulaski,399073,0.028,0.027,0.126,0.175,0.644,0.819,0.055,788.8281091429387
165,2020-07-14,Randolph,Arkansas,05121,80,2.0,Randolph,18581,0.051,0.145,0.203,0.289,0.311,0.6,0.19599999999999998,430.5473332974544
166,2020-07-14,St. Francis,Arkansas,05123,920,3.0,St. Francis,23046,0.087,0.007,0.289,0.267,0.35,0.617,0.094,3992.015968063872
167,2020-07-14,Saline,Arkansas,05125,512,3.0,Saline,123681,0.066,0.044,0.154,0.212,0.524,0.736,0.11,413.9681923658444
168,2020-07-14,Scott,Arkansas,05127,17,0.0,Scott,9811,0.155,0.14,0.124,0.123,0.458,0.581,0.29500000000000004,173.27489552543065
169,2020-07-14,Searcy,Arkansas,05129,17,0.0,Searcy,7827,0.1,0.088,0.125,0.149,0.538,0.687,0.188,217.19688258592052
170,2020-07-14,Sebastian,Arkansas,05131,929,8.0,Sebastian,127739,0.121,0.142,0.157,0.208,0.372,0.58,0.263,727.264187131573
171,2020-07-14,Sevier,Arkansas,05133,819,9.0,Sevier,15778,0.12,0.093,0.155,0.165,0.467,0.632,0.213,5190.771960958296
172,2020-07-14,Sharp,Arkansas,05135,69,5.0,Sharp,17282,0.067,0.158,0.22,0.222,0.333,0.555,0.225,399.25934498321953
173,2020-07-14,Stone,Arkansas,05137,22,1.0,Stone,12364,0.067,0.092,0.11,0.234,0.498,0.732,0.159,177.93594306049823
174,2020-07-14,Union,Arkansas,05139,282,14.0,Union,38925,0.116,0.179,0.098,0.262,0.344,0.606,0.295,724.4701348747592
175,2020-07-14,Van Buren,Arkansas,05141,37,2.0,Van Buren,15765,0.033,0.06,0.096,0.272,0.539,0.811,0.093,234.69711385981606
176,2020-07-14,Washington,Arkansas,05143,4721,37.0,Washington,246662,0.034,0.028,0.101,0.186,0.651,0.837,0.062,1913.9551288808166
177,2020-07-14,White,Arkansas,05145,156,2.0,White,76810,0.026,0.054,0.152,0.277,0.491,0.768,0.08,203.09855487566722
178,2020-07-14,Woodruff,Arkansas,05147,14,0.0,Woodruff,6200,0.059,0.048,0.208,0.231,0.454,0.685,0.107,225.80645161290323
179,2020-07-14,Yell,Arkansas,05149,863,7.0,Yell,20216,0.116,0.1,0.112,0.198,0.474,0.6719999999999999,0.21600000000000003,4268.895924020578
