ResState,PoWState,Workers
Minnesota,Illinois,1534
Minnesota,Indiana,313
Minnesota,Iowa,4388
Minnesota,Kansas,198
Minnesota,Kentucky,95
Minnesota,Louisiana,22
Minnesota,Maine,26
Minnesota,Maryland,158
Minnesota,Massachusetts,269
Minnesota,Michigan,372
Minnesota,Mississippi,25
Minnesota,Missouri,336
Minnesota,Montana,115
Minnesota,Nebraska,399
Minnesota,Nevada,117
Minnesota,New Hampshire,13
Minnesota,New Jersey,195
Minnesota,New Mexico,74
Minnesota,New York,560
Minnesota,North Carolina,215
Minnesota,North Dakota,31090
Minnesota,Ohio,268
Minnesota,Oklahoma,127
Minnesota,Oregon,88
Minnesota,Pennsylvania,221
Minnesota,Rhode Island,4
Minnesota,South Carolina,71
Minnesota,South Dakota,3713
Minnesota,Tennessee,264
Minnesota,Texas,770
Minnesota,Utah,155
Minnesota,Vermont,44
Minnesota,Virginia,121
Minnesota,Washington,216
Minnesota,West Virginia,31
Minnesota,Wisconsin,19735
Minnesota,Wyoming,40
Mississippi,Alabama,8040
Mississippi,Alaska,175
Mississippi,Arizona,75
Mississippi,Arkansas,1684
Mississippi,California,334
Mississippi,Colorado,78
Mississippi,Connecticut,43
Mississippi,Delaware,23
Mississippi,District of Columbia,57
Mississippi,Florida,529
Mississippi,Georgia,708
Mississippi,Hawaii,21
Mississippi,Illinois,349
Mississippi,Indiana,246
Mississippi,Iowa,122
Mississippi,Kansas,34
Mississippi,Kentucky,324
Mississippi,Louisiana,21813
Mississippi,Maryland,141
Mississippi,Massachusetts,13
Mississippi,Michigan,123
Mississippi,Minnesota,250
Mississippi,Missouri,320
Mississippi,Montana,20
Mississippi,Nebraska,59
Mississippi,Nevada,31
Mississippi,New Hampshire,16
Mississippi,New Jersey,68
Mississippi,New Mexico,117
Mississippi,New York,284
Mississippi,North Carolina,200
Mississippi,North Dakota,283
Mississippi,Ohio,199
Mississippi,Oklahoma,208
Mississippi,Oregon,15
Mississippi,Pennsylvania,218
Mississippi,South Carolina,234
Mississippi,Tennessee,55343
Mississippi,Texas,5054
Mississippi,Utah,97
Mississippi,Vermont,30
Mississippi,Virginia,143
Mississippi,Washington,76
Mississippi,West Virginia,60
Mississippi,Wisconsin,136
Mississippi,Wyoming,59
Missouri,Alabama,87
Missouri,Alaska,43
Missouri,Arizona,323
Missouri,Arkansas,9662
Missouri,California,689
Missouri,Colorado,476
Missouri,Connecticut,52
Missouri,Delaware,42
Missouri,District of Columbia,185
Missouri,Florida,630
Missouri,Georgia,511
Missouri,Hawaii,5
Missouri,Idaho,63
Missouri,Illinois,24953
Missouri,Indiana,1000
Missouri,Iowa,4427
Missouri,Kansas,99778
Missouri,Kentucky,672
Missouri,Louisiana,475
Missouri,Maine,29
Missouri,Maryland,221
Missouri,Massachusetts,87
Missouri,Michigan,388
Missouri,Minnesota,650
Missouri,Mississippi,246
Missouri,Montana,241
Missouri,Nebraska,1324
Missouri,Nevada,142
Missouri,New Hampshire,32
Missouri,New Jersey,455
Missouri,New Mexico,87
Missouri,New York,550
Missouri,North Carolina,306
Missouri,North Dakota,308
Missouri,Ohio,577
Missouri,Oklahoma,2958
Missouri,Oregon,105
Missouri,Pennsylvania,625
Missouri,Rhode Island,4
Missouri,South Carolina,175
Missouri,South Dakota,64
Missouri,Tennessee,781
Missouri,Texas,1923
Missouri,Utah,75
Missouri,Vermont,22
Missouri,Virginia,364
Missouri,Washington,276
Missouri,West Virginia,103
Missouri,Wisconsin,698
Missouri,Wyoming,71
Montana,Alaska,301
Montana,Arizona,172
Montana,California,440
Montana,Colorado,304
Montana,Connecticut,5
Montana,District of Columbia,2
Montana,Florida,52
Montana,Georgia,39
Montana,Idaho,531
Montana,Illinois,67
Montana,Indiana,43
Montana,Iowa,7
Montana,Kansas,35
Montana,Kentucky,5
Montana,Louisiana,21
Montana,Maine,10
Montana,Maryland,5
Montana,Massachusetts,48
Montana,Michigan,30
Montana,Minnesota,114
Montana,Mississippi,8
Montana,Missouri,38
Montana,Nebraska,36
Montana,Nevada,137
Montana,New Jersey,75
Montana,New Mexico,38
Montana,New York,63
Montana,North Carolina,29
Montana,North Dakota,3561
Montana,Ohio,88
Montana,Oklahoma,8
Montana,Oregon,130
Montana,Pennsylvania,31
Montana,South Carolina,9
Montana,South Dakota,171
Montana,Tennessee,36
Montana,Texas,251
Montana,Utah,188
Montana,Virginia,22
Montana,Washington,388
Montana,West Virginia,4
Montana,Wisconsin,148
Montana,Wyoming,937
Nebraska,Alabama,5
Nebraska,Alaska,30
Nebraska,Arizona,84
Nebraska,Arkansas,45
Nebraska,California,236
Nebraska,Colorado,742
Nebraska,Connecticut,7
Nebraska,Delaware,5
Nebraska,District of Columbia,17
Nebraska,Florida,34
Nebraska,Georgia,25
Nebraska,Idaho,2
Nebraska,Illinois,174
Nebraska,Indiana,39
Nebraska,Iowa,17152
Nebraska,Kansas,2113
Nebraska,Kentucky,42
Nebraska,Louisiana,7
Nebraska,Maryland,24
Nebraska,Massachusetts,147
Nebraska,Michigan,35
Nebraska,Minnesota,199
Nebraska,Mississippi,29
Nebraska,Missouri,664
Nebraska,Montana,43
Nebraska,Nevada,68
Nebraska,New Jersey,58
Nebraska,New Mexico,73
Nebraska,New York,113
Nebraska,North Carolina,65
Nebraska,North Dakota,87
Nebraska,Ohio,77
Nebraska,Oklahoma,101
Nebraska,Oregon,18
Nebraska,Pennsylvania,31
Nebraska,South Carolina,12
Nebraska,South Dakota,2908
Nebraska,Tennessee,88
Nebraska,Texas,269
Nebraska,Utah,78
Nebraska,Virginia,26
Nebraska,Washington,24
Nebraska,Wisconsin,51
Nebraska,Wyoming,505
Nevada,Alabama,11
Nevada,Alaska,217
Nevada,Arizona,1381
Nevada,Arkansas,6
Nevada,California,14915
Nevada,Colorado,432
Nevada,Connecticut,28
Nevada,Delaware,10
Nevada,District of Columbia,176
Nevada,Florida,300
Nevada,Georgia,217
Nevada,Hawaii,199
Nevada,Idaho,158
Nevada,Illinois,644
Nevada,Indiana,121
Nevada,Iowa,151
Nevada,Kansas,86
Nevada,Kentucky,46
Nevada,Louisiana,88
Nevada,Maryland,62
Nevada,Massachusetts,109
Nevada,Michigan,125
Nevada,Minnesota,94
Nevada,Mississippi,66
Nevada,Missouri,171
Nevada,Montana,161
Nevada,Nebraska,151
Nevada,New Hampshire,30
Nevada,New Jersey,6
Nevada,New Mexico,197
Nevada,New York,423
Nevada,North Carolina,297
Nevada,North Dakota,259
Nevada,Ohio,132
Nevada,Oklahoma,60
Nevada,Oregon,161
Nevada,Pennsylvania,167
Nevada,South Carolina,57
Nevada,South Dakota,67
Nevada,Tennessee,141
Nevada,Texas,895
Nevada,Utah,1082
Nevada,Vermont,6
Nevada,Virginia,82
Nevada,Washington,258
Nevada,Wisconsin,202
Nevada,Wyoming,145
New Hampshire,Alabama,19
New Hampshire,Alaska,31
New Hampshire,Arizona,28
New Hampshire,California,189
New Hampshire,Colorado,64
New Hampshire,Connecticut,651
New Hampshire,Delaware,55
New Hampshire,District of Columbia,98
New Hampshire,Florida,210
New Hampshire,Georgia,156
New Hampshire,Hawaii,7
New Hampshire,Illinois,107
New Hampshire,Indiana,41
New Hampshire,Iowa,17
New Hampshire,Kansas,30
New Hampshire,Kentucky,22
New Hampshire,Louisiana,59
New Hampshire,Maine,6729
New Hampshire,Maryland,121
New Hampshire,Massachusetts,85262
New Hampshire,Michigan,60
New Hampshire,Minnesota,79
New Hampshire,Mississippi,12
New Hampshire,Missouri,48
New Hampshire,Montana,29
New Hampshire,Nebraska,34
New Hampshire,Nevada,40
New Hampshire,New Jersey,379
New Hampshire,New Mexico,32
New Hampshire,New York,977
New Hampshire,North Carolina,88
New Hampshire,North Dakota,36
New Hampshire,Ohio,228
New Hampshire,Oklahoma,27
New Hampshire,Oregon,42
New Hampshire,Pennsylvania,336
New Hampshire,Puerto Rico,5
New Hampshire,Rhode Island,267
New Hampshire,South Carolina,32
New Hampshire,South Dakota,4
New Hampshire,Tennessee,23
New Hampshire,Texas,186
New Hampshire,Utah,27
New Hampshire,Vermont,9204
New Hampshire,Virginia,179
New Hampshire,Washington,24
New Hampshire,West Virginia,23
New Hampshire,Wisconsin,69
New Jersey,Alabama,48
New Jersey,Alaska,24
New Jersey,Arizona,228
New Jersey,Arkansas,65
New Jersey,California,1320
New Jersey,Colorado,208
New Jersey,Connecticut,3604
New Jersey,Delaware,8397
New Jersey,District of Columbia,836
New Jersey,Florida,1139
New Jersey,Georgia,537
New Jersey,Hawaii,18
New Jersey,Idaho,6
New Jersey,Illinois,942
New Jersey,Indiana,143
New Jersey,Iowa,19
New Jersey,Kansas,94
New Jersey,Kentucky,151
New Jersey,Louisiana,110
New Jersey,Maine,177
New Jersey,Maryland,2682
New Jersey,Massachusetts,1522
New Jersey,Michigan,385
New Jersey,Minnesota,226
New Jersey,Mississippi,33
New Jersey,Missouri,218
New Jersey,Montana,38
New Jersey,Nebraska,61
New Jersey,Nevada,213
New Jersey,New Hampshire,105
New Jersey,New Mexico,15
New Jersey,New York,416871
New Jersey,North Carolina,661
New Jersey,North Dakota,89
New Jersey,Ohio,817
New Jersey,Oklahoma,107
New Jersey,Oregon,41
New Jersey,Pennsylvania,125247
New Jersey,Puerto Rico,36
New Jersey,Rhode Island,227
New Jersey,South Carolina,180
New Jersey,Tennessee,251
New Jersey,Texas,1046
New Jersey,Utah,68
New Jersey,Vermont,161
New Jersey,Virginia,1065
New Jersey,Washington,139
New Jersey,West Virginia,111
New Jersey,Wisconsin,205
New Mexico,Alabama,3
New Mexico,Alaska,19
New Mexico,Arizona,2285
New Mexico,California,608
New Mexico,Colorado,2189
New Mexico,Connecticut,10
New Mexico,District of Columbia,33
New Mexico,Florida,185
New Mexico,Georgia,84
New Mexico,Idaho,30
New Mexico,Illinois,87
New Mexico,Indiana,35
New Mexico,Iowa,81
New Mexico,Kansas,114
New Mexico,Kentucky,18
New Mexico,Louisiana,232
New Mexico,Maryland,24
New Mexico,Massachusetts,16
New Mexico,Michigan,29
New Mexico,Minnesota,77
New Mexico,Mississippi,7
New Mexico,Missouri,123
New Mexico,Montana,58
New Mexico,Nebraska,42
New Mexico,Nevada,214
New Mexico,New Hampshire,36
New Mexico,New Jersey,36
New Mexico,New York,158
New Mexico,North Carolina,45
New Mexico,North Dakota,86
New Mexico,Ohio,83
New Mexico,Oklahoma,103
New Mexico,Oregon,92
New Mexico,Pennsylvania,93
New Mexico,South Carolina,56
New Mexico,Tennessee,86
New Mexico,Texas,18900
New Mexico,Utah,232
New Mexico,Virginia,112
New Mexico,Washington,75
New Mexico,West Virginia,22
New Mexico,Wisconsin,27
New Mexico,Wyoming,52
New York,Alabama,197
New York,Alaska,21
New York,Arizona,272
New York,Arkansas,46
New York,California,2463
New York,Colorado,251
New York,Connecticut,45490
New York,Delaware,364
New York,District of Columbia,1060
New York,Florida,2024
New York,Georgia,1076
New York,Hawaii,96
New York,Idaho,21
New York,Illinois,1244
New York,Indiana,500
New York,Iowa,222
New York,Kansas,212
New York,Kentucky,368
New York,Louisiana,584
New York,Maine,493
New York,Maryland,1861
New York,Massachusetts,6235
New York,Michigan,710
New York,Minnesota,540
New York,Mississippi,106
New York,Missouri,333
New York,Montana,41
New York,Nebraska,172
New York,Nevada,206
New York,New Hampshire,402
New York,New Jersey,127032
New York,New Mexico,24
New York,North Carolina,1190
New York,North Dakota,39
New York,Ohio,1432
New York,Oklahoma,136
New York,Oregon,170
New York,Pennsylvania,18324
New York,Puerto Rico,250
New York,Rhode Island,750
New York,South Carolina,250
New York,South Dakota,55
New York,Tennessee,487
New York,Texas,1554
New York,Utah,204
New York,Vermont,5745
New York,Virginia,1604
New York,Washington,257
New York,West Virginia,179
New York,Wisconsin,468
New York,Wyoming,31
North Carolina,Alabama,568
North Carolina,Alaska,157
North Carolina,Arizona,500
North Carolina,Arkansas,180
North Carolina,California,1387
North Carolina,Colorado,267
North Carolina,Connecticut,324
North Carolina,Delaware,189
North Carolina,District of Columbia,946
North Carolina,Florida,3142
North Carolina,Georgia,6249
North Carolina,Hawaii,100
North Carolina,Illinois,1001
North Carolina,Indiana,586
North Carolina,Iowa,387
North Carolina,Kansas,142
North Carolina,Kentucky,554
North Carolina,Louisiana,507
North Carolina,Maine,159
North Carolina,Maryland,1708
North Carolina,Massachusetts,650
North Carolina,Michigan,506
North Carolina,Minnesota,261
North Carolina,Mississippi,153
North Carolina,Missouri,275
North Carolina,Montana,105
North Carolina,Nebraska,272
North Carolina,Nevada,132
North Carolina,New Hampshire,81
North Carolina,New Jersey,1290
North Carolina,New Mexico,195
North Carolina,New York,2316
North Carolina,North Dakota,294
North Carolina,Ohio,1377
North Carolina,Oklahoma,140
North Carolina,Oregon,185
North Carolina,Pennsylvania,1708
North Carolina,Puerto Rico,75
North Carolina,Rhode Island,22
North Carolina,South Carolina,41999
North Carolina,South Dakota,24
North Carolina,Tennessee,3279
North Carolina,Texas,1967
North Carolina,Utah,62
North Carolina,Vermont,95
North Carolina,Virginia,29117
North Carolina,Washington,167
North Carolina,West Virginia,571
North Carolina,Wisconsin,722
North Carolina,Wyoming,21
North Dakota,Alaska,12
North Dakota,Arizona,22
North Dakota,California,28
North Dakota,Colorado,66
North Dakota,District of Columbia,45
North Dakota,Florida,14
North Dakota,Hawaii,18
North Dakota,Idaho,2
North Dakota,Illinois,32
North Dakota,Iowa,77
North Dakota,Kansas,34
North Dakota,Maryland,33
North Dakota,Michigan,10
North Dakota,Minnesota,11052
North Dakota,Mississippi,3
North Dakota,Missouri,22
North Dakota,Montana,529
North Dakota,Nebraska,27
North Dakota,Nevada,12
North Dakota,New Mexico,1
North Dakota,North Carolina,40
North Dakota,Oklahoma,11
North Dakota,Oregon,34
North Dakota,Pennsylvania,45
North Dakota,South Dakota,836
North Dakota,Tennessee,1
North Dakota,Texas,81
North Dakota,Utah,30
North Dakota,Virginia,10
North Dakota,Wisconsin,51
North Dakota,Wyoming,12
Ohio,Alabama,332
Ohio,Alaska,91
Ohio,Arizona,342
Ohio,Arkansas,204
Ohio,California,1311
Ohio,Colorado,369
Ohio,Connecticut,265
Ohio,Delaware,109
Ohio,District of Columbia,410
Ohio,Florida,1032
Ohio,Georgia,737
Ohio,Hawaii,77
Ohio,Idaho,12
Ohio,Illinois,2322
Ohio,Indiana,14709
Ohio,Iowa,404
Ohio,Kansas,185
Ohio,Kentucky,39877
Ohio,Louisiana,150
Ohio,Maine,59
Ohio,Maryland,644
Ohio,Massachusetts,470
Ohio,Michigan,12577
Ohio,Minnesota,688
Ohio,Mississippi,199
Ohio,Missouri,550
Ohio,Montana,17
Ohio,Nebraska,372
Ohio,Nevada,155
Ohio,New Hampshire,19
Ohio,New Jersey,1150
Ohio,New Mexico,64
Ohio,New York,1583
Ohio,North Carolina,795
Ohio,North Dakota,143
Ohio,Oklahoma,253
Ohio,Oregon,174
Ohio,Pennsylvania,21280
Ohio,Puerto Rico,19
Ohio,Rhode Island,121
Ohio,South Carolina,239
Ohio,South Dakota,47
Ohio,Tennessee,912
Ohio,Texas,1782
Ohio,Utah,60
Ohio,Vermont,52
Ohio,Virginia,1373
Ohio,Washington,166
Ohio,West Virginia,36268
Ohio,Wisconsin,764
Ohio,Wyoming,56
Oklahoma,Alabama,130
Oklahoma,Alaska,162
Oklahoma,Arizona,207
Oklahoma,Arkansas,14369
Oklahoma,California,650
Oklahoma,Colorado,421
Oklahoma,Connecticut,11
Oklahoma,Delaware,14
Oklahoma,District of Columbia,9
Oklahoma,Florida,245
Oklahoma,Georgia,168
Oklahoma,Hawaii,32
Oklahoma,Idaho,12
Oklahoma,Illinois,305
Oklahoma,Indiana,125
Oklahoma,Iowa,312
Oklahoma,Kansas,5851
Oklahoma,Kentucky,69
Oklahoma,Louisiana,430
Oklahoma,Maryland,33
Oklahoma,Massachusetts,95
Oklahoma,Michigan,103
Oklahoma,Minnesota,145
Oklahoma,Mississippi,176
Oklahoma,Missouri,2856
Oklahoma,Montana,36
Oklahoma,Nebraska,293
Oklahoma,Nevada,80
Oklahoma,New Hampshire,13
Oklahoma,New Jersey,115
Oklahoma,New Mexico,147
Oklahoma,New York,198
Oklahoma,North Carolina,99
Oklahoma,North Dakota,369
Oklahoma,Ohio,179
Oklahoma,Oregon,85
Oklahoma,Pennsylvania,413
Oklahoma,South Carolina,10
Oklahoma,South Dakota,37
Oklahoma,Tennessee,325
Oklahoma,Texas,12925
Oklahoma,Utah,101
Oklahoma,Vermont,5
Oklahoma,Virginia,141
Oklahoma,Washington,110
Oklahoma,West Virginia,87
Oklahoma,Wisconsin,283
Oklahoma,Wyoming,102
Oregon,Alaska,648
Oregon,Arizona,443
Oregon,Arkansas,60
Oregon,California,4485
Oregon,Colorado,303
Oregon,Connecticut,43
Oregon,Delaware,6
Oregon,District of Columbia,68
Oregon,Florida,163
Oregon,Georgia,185
Oregon,Hawaii,59
Oregon,Idaho,1970
Oregon,Illinois,178
Oregon,Indiana,87
Oregon,Iowa,122
Oregon,Kansas,24
Oregon,Kentucky,29
Oregon,Louisiana,45
Oregon,Maine,33
Oregon,Maryland,29
Oregon,Massachusetts,104
Oregon,Michigan,126
Oregon,Minnesota,124
Oregon,Missouri,89
Oregon,Montana,151
Oregon,Nebraska,141
Oregon,Nevada,233
Oregon,New Hampshire,11
Oregon,New Jersey,160
Oregon,New Mexico,60
Oregon,New York,204
Oregon,North Carolina,101
Oregon,North Dakota,266
Oregon,Ohio,49
Oregon,Oklahoma,92
Oregon,Pennsylvania,94
Oregon,South Carolina,42
Oregon,South Dakota,9
Oregon,Tennessee,59
Oregon,Texas,453
Oregon,Utah,259
Oregon,Vermont,11
Oregon,Virginia,110
Oregon,Washington,26092
Oregon,West Virginia,9
Oregon,Wisconsin,57
Oregon,Wyoming,86
Pennsylvania,Alabama,240
Pennsylvania,Alaska,80
Pennsylvania,Arizona,310
Pennsylvania,Arkansas,196
Pennsylvania,California,1318
Pennsylvania,Colorado,308
Pennsylvania,Connecticut,1194
Pennsylvania,Delaware,31905
Pennsylvania,District of Columbia,2053
Pennsylvania,Florida,1494
Pennsylvania,Georgia,838
Pennsylvania,Hawaii,84
Pennsylvania,Idaho,52
Pennsylvania,Illinois,1366
Pennsylvania,Indiana,405
Pennsylvania,Iowa,166
Pennsylvania,Kansas,154
Pennsylvania,Kentucky,321
Pennsylvania,Louisiana,246
Pennsylvania,Maine,180
Pennsylvania,Maryland,58969
Pennsylvania,Massachusetts,1589
Pennsylvania,Michigan,819
Pennsylvania,Minnesota,617
Pennsylvania,Mississippi,83
Pennsylvania,Missouri,503
Pennsylvania,Montana,105
Pennsylvania,Nebraska,75
Pennsylvania,Nevada,141
Pennsylvania,New Hampshire,146
Pennsylvania,New Jersey,124808
Pennsylvania,New Mexico,113
Pennsylvania,New York,42558
Pennsylvania,North Carolina,1282
Pennsylvania,North Dakota,47
Pennsylvania,Ohio,12193
Pennsylvania,Oklahoma,350
Pennsylvania,Oregon,110
Pennsylvania,Puerto Rico,16
Pennsylvania,Rhode Island,137
Pennsylvania,South Carolina,520
Pennsylvania,South Dakota,23
Pennsylvania,Tennessee,585
Pennsylvania,Texas,1687
Pennsylvania,Utah,245
Pennsylvania,Vermont,100
Pennsylvania,Virginia,3632
Pennsylvania,Washington,226
Pennsylvania,West Virginia,10205
Pennsylvania,Wisconsin,436
Pennsylvania,Wyoming,73
Puerto Rico,Arkansas,84
Puerto Rico,California,62
Puerto Rico,Connecticut,37
Puerto Rico,District of Columbia,19
Puerto Rico,Florida,270
Puerto Rico,Georgia,32
Puerto Rico,Hawaii,18
Puerto Rico,Idaho,13
Puerto Rico,Indiana,36
Puerto Rico,Louisiana,16
Puerto Rico,Maine,33
Puerto Rico,Maryland,24
Puerto Rico,Massachusetts,21
Puerto Rico,Missouri,54
Puerto Rico,New Jersey,105
Puerto Rico,New York,177
Puerto Rico,North Carolina,7
Puerto Rico,Oklahoma,21
Puerto Rico,Pennsylvania,89
Puerto Rico,Texas,55
Puerto Rico,Utah,13
Puerto Rico,Washington,14
Rhode Island,Arizona,54
Rhode Island,California,124
Rhode Island,Connecticut,10420
Rhode Island,Delaware,14
Rhode Island,District of Columbia,87
Rhode Island,Florida,155
Rhode Island,Georgia,57
Rhode Island,Illinois,107
Rhode Island,Indiana,35
Rhode Island,Kansas,10
Rhode Island,Kentucky,19
Rhode Island,Louisiana,8
Rhode Island,Maine,127
Rhode Island,Maryland,89
Rhode Island,Massachusetts,65434
Rhode Island,Michigan,15
Rhode Island,Minnesota,22
Rhode Island,Mississippi,11
Rhode Island,Missouri,21
Rhode Island,Montana,29
Rhode Island,Nebraska,94
Rhode Island,Nevada,10
Rhode Island,New Hampshire,135
Rhode Island,New Jersey,270
Rhode Island,New York,1031
Rhode Island,North Carolina,75
Rhode Island,Ohio,134
Rhode Island,Oklahoma,41
Rhode Island,Pennsylvania,233
Rhode Island,South Carolina,14
Rhode Island,Tennessee,44
Rhode Island,Texas,84
Rhode Island,Vermont,128
Rhode Island,Virginia,95
Rhode Island,Washington,77
Rhode Island,Wisconsin,45
South Carolina,Alabama,669
South Carolina,Alaska,87
South Carolina,Arizona,123
South Carolina,Arkansas,79
South Carolina,California,455
South Carolina,Colorado,49
South Carolina,Connecticut,277
South Carolina,Delaware,20
South Carolina,District of Columbia,208
South Carolina,Florida,1476
South Carolina,Georgia,24861
South Carolina,Idaho,73
South Carolina,Illinois,343
South Carolina,Indiana,268
South Carolina,Iowa,166
South Carolina,Kansas,103
South Carolina,Kentucky,254
South Carolina,Louisiana,154
South Carolina,Maine,83
South Carolina,Maryland,518
South Carolina,Massachusetts,222
South Carolina,Michigan,244
South Carolina,Minnesota,93
South Carolina,Mississippi,91
South Carolina,Missouri,215
South Carolina,Montana,8
South Carolina,Nebraska,126
South Carolina,Nevada,83
South Carolina,New Hampshire,9
South Carolina,New Jersey,666
South Carolina,New Mexico,70
South Carolina,New York,913
South Carolina,North Carolina,67325
South Carolina,North Dakota,43
South Carolina,Ohio,583
South Carolina,Oklahoma,95
South Carolina,Oregon,66
South Carolina,Pennsylvania,636
South Carolina,Puerto Rico,32
South Carolina,Rhode Island,8
South Carolina,South Dakota,26
South Carolina,Tennessee,852
South Carolina,Texas,1179
South Carolina,Vermont,10
South Carolina,Virginia,1566
South Carolina,Washington,113
South Carolina,West Virginia,235
South Carolina,Wisconsin,169
South Carolina,Wyoming,7
South Dakota,Alabama,21
South Dakota,Alaska,29
South Dakota,Arizona,27
South Dakota,Arkansas,17
South Dakota,California,171
South Dakota,Colorado,156
South Dakota,Connecticut,16
South Dakota,District of Columbia,92
South Dakota,Florida,45
South Dakota,Georgia,12
South Dakota,Hawaii,15
South Dakota,Idaho,5
South Dakota,Illinois,49
South Dakota,Indiana,10
South Dakota,Iowa,4117
South Dakota,Kansas,95
South Dakota,Kentucky,29
South Dakota,Louisiana,10
South Dakota,Maryland,3
South Dakota,Massachusetts,15
South Dakota,Michigan,2
South Dakota,Minnesota,2103
South Dakota,Mississippi,4
South Dakota,Missouri,65
South Dakota,Montana,160
South Dakota,Nebraska,1630
South Dakota,Nevada,9
South Dakota,New Jersey,31
South Dakota,New York,11
South Dakota,North Carolina,2
South Dakota,North Dakota,2131
South Dakota,Ohio,6
South Dakota,Oklahoma,1
South Dakota,Pennsylvania,42
South Dakota,South Carolina,6
South Dakota,Tennessee,4
South Dakota,Texas,185
South Dakota,Utah,33
South Dakota,Virginia,47
South Dakota,Washington,21
South Dakota,Wisconsin,49
South Dakota,Wyoming,1319
Tennessee,Alabama,10262
Tennessee,Alaska,108
Tennessee,Arizona,204
Tennessee,Arkansas,3932
Tennessee,California,732
Tennessee,Colorado,572
Tennessee,Connecticut,41
Tennessee,Delaware,28
Tennessee,District of Columbia,127
Tennessee,Florida,1150
Tennessee,Georgia,10679
Tennessee,Hawaii,57
Tennessee,Illinois,1186
Tennessee,Indiana,731
Tennessee,Iowa,278
Tennessee,Kansas,199
Tennessee,Kentucky,33444
Tennessee,Louisiana,800
Tennessee,Maine,76
Tennessee,Maryland,278
Tennessee,Massachusetts,200
Tennessee,Michigan,639
Tennessee,Minnesota,462
Tennessee,Mississippi,18217
Tennessee,Missouri,732
Tennessee,Montana,20
Tennessee,Nebraska,262
Tennessee,Nevada,95
Tennessee,New Hampshire,9
Tennessee,New Jersey,373
Tennessee,New Mexico,79
Tennessee,New York,987
Tennessee,North Carolina,4087
Tennessee,North Dakota,172
Tennessee,Ohio,1341
Tennessee,Oklahoma,276
Tennessee,Oregon,99
Tennessee,Pennsylvania,698
Tennessee,Puerto Rico,40
Tennessee,South Carolina,603
Tennessee,South Dakota,17
Tennessee,Texas,2139
Tennessee,Utah,83
Tennessee,Vermont,36
Tennessee,Virginia,11250
Tennessee,Washington,120
Tennessee,West Virginia,310
Tennessee,Wisconsin,280
Tennessee,Wyoming,45
Texas,Alabama,893
Texas,Alaska,957
Texas,Arizona,1426
Texas,Arkansas,7274
Texas,California,6088
Texas,Colorado,2467
Texas,Connecticut,398
Texas,Delaware,82
Texas,District of Columbia,561
Texas,Florida,3406
Texas,Georgia,2621
Texas,Hawaii,128
Texas,Idaho,148
Texas,Illinois,2803
Texas,Indiana,1416
Texas,Iowa,525
Texas,Kansas,1995
Texas,Kentucky,618
Texas,Louisiana,18449
Texas,Maine,162
Texas,Maryland,1232
Texas,Massachusetts,747
Texas,Michigan,1307
Texas,Minnesota,1180
Texas,Mississippi,888
Texas,Missouri,1855
Texas,Montana,230
Texas,Nebraska,864
Texas,Nevada,408
Texas,New Hampshire,86
Texas,New Jersey,1446
Texas,New Mexico,14852
Texas,New York,2173
Texas,North Carolina,1518
Texas,North Dakota,866
Texas,Ohio,1786
Texas,Oklahoma,13957
Texas,Oregon,466
Texas,Pennsylvania,1920
Texas,Puerto Rico,55
Texas,South Carolina,402
Texas,South Dakota,205
Texas,Tennessee,2227
Texas,Utah,710
Texas,Vermont,177
Texas,Virginia,1838
Texas,Washington,1128
Texas,West Virginia,476
Texas,Wisconsin,1079
Texas,Wyoming,316
Utah,Alabama,86
Utah,Alaska,189
Utah,Arizona,1366
Utah,Arkansas,28
Utah,California,1668
Utah,Colorado,1072
Utah,Connecticut,40
Utah,Delaware,8
Utah,District of Columbia,41
Utah,Florida,95
Utah,Georgia,248
Utah,Hawaii,34
Utah,Idaho,973
Utah,Illinois,268
Utah,Indiana,114
Utah,Iowa,109
Utah,Kansas,36
Utah,Kentucky,40
Utah,Louisiana,185
Utah,Maine,25
Utah,Maryland,74
Utah,Massachusetts,235
Utah,Michigan,80
Utah,Minnesota,172
Utah,Mississippi,58
Utah,Missouri,41
Utah,Montana,291
Utah,Nebraska,81
Utah,Nevada,2407
Utah,New Hampshire,13
Utah,New Jersey,117
Utah,New Mexico,217
Utah,New York,269
Utah,North Carolina,51
Utah,North Dakota,743
Utah,Ohio,95
Utah,Oklahoma,135
Utah,Oregon,131
Utah,Pennsylvania,100
Utah,South Carolina,49
Utah,South Dakota,57
Utah,Tennessee,119
Utah,Texas,799
Utah,Vermont,48
Utah,Virginia,102
Utah,Washington,319
Utah,West Virginia,22
Utah,Wisconsin,54
Utah,Wyoming,1594
Vermont,Alabama,5
Vermont,Alaska,9
Vermont,Arizona,19
Vermont,California,32
Vermont,Colorado,8
Vermont,Connecticut,340
Vermont,District of Columbia,15
Vermont,Florida,18
Vermont,Georgia,49
Vermont,Illinois,47
Vermont,Iowa,4
Vermont,Kentucky,10
Vermont,Louisiana,5
Vermont,Maine,193
Vermont,Maryland,33
Vermont,Massachusetts,2861
Vermont,Michigan,38
Vermont,Minnesota,5
Vermont,Mississippi,7
Vermont,Missouri,58
Vermont,New Hampshire,14035
Vermont,New Jersey,193
Vermont,New Mexico,15
Vermont,New York,2062
Vermont,North Carolina,15
Vermont,Ohio,67
