source,target,correlation
Alabama,Alaska,0.8482651728092903
Alabama,Arizona,0.9700317288557532
Alabama,Arkansas,0.9851925199605831
Alabama,California,0.9791707463261224
Alabama,Colorado,0.7981494393563078
Alabama,Connecticut,0.8771543877258732
Alabama,Delaware,0.9116382859356312
Alabama,District of Columbia,0.8865071410295251
Alabama,Florida,0.9314425068865958
Alabama,Georgia,0.9669356465475741
Alabama,Hawaii,0.7152221425336031
Alabama,Idaho,0.9509517638356164
Alabama,Illinois,0.8986908998666603
Alabama,Indiana,0.9663034772399323
Alabama,Iowa,0.9572579216618382
Alabama,Kansas,0.9864750853032054
Alabama,Kentucky,0.9562888613874744
Alabama,Louisiana,0.9745043517510087
Alabama,Maine,0.7269532047180802
Alabama,Maryland,0.8960230189947632
Alabama,Massachusetts,0.9369296122997381
Alabama,Mississippi,0.9903916244856867
Alabama,Missouri,0.980829656227029
Alabama,Montana,0.9772283784651403
Alabama,Nebraska,0.9416830154434473
Alabama,Nevada,0.9762028174425754
Alabama,New Hampshire,0.8722878922699854
Alabama,New Mexico,0.9874989803211436
Alabama,New York,0.8525519428256093
Alabama,North Carolina,0.9513455930394616
Alabama,North Dakota,0.7493850346530794
Alabama,Ohio,0.9792111135523185
Alabama,Oklahoma,0.9824830801939564
Alabama,Oregon,0.787489200017204
Alabama,Pennsylvania,0.8686206866141801
Alabama,Rhode Island,0.9113635998797215
Alabama,South Carolina,0.9000759770765022
Alabama,South Dakota,0.8629204642394338
Alabama,Tennessee,0.9575515035817981
Alabama,Texas,0.94849061920369
Alabama,Utah,0.9820038597731774
Alabama,Virginia,0.903046351125548
Alabama,Washington,0.8703919342040742
Alabama,West Virginia,0.9608833506482691
Alabama,Wisconsin,0.9627457839372946
Alabama,Wyoming,0.9446499628731714
Alaska,Alabama,0.8482651728092903
Alaska,Arizona,0.8072764161939241
Alaska,Arkansas,0.8193699894391506
Alaska,California,0.8488690688597978
Alaska,Colorado,0.9276142350910583
Alaska,Connecticut,0.9072491413383836
Alaska,Delaware,0.9293561153259936
Alaska,District of Columbia,0.8903697335645504
Alaska,Florida,0.9144410049466728
Alaska,Georgia,0.8304774282126286
Alaska,Hawaii,0.8014228287306467
Alaska,Idaho,0.9092635196217279
Alaska,Illinois,0.9488107616905713
Alaska,Indiana,0.8992732351416489
Alaska,Iowa,0.9404063293690116
Alaska,Kansas,0.8553324391260481
Alaska,Kentucky,0.8145081775141769
Alaska,Louisiana,0.8074498604001982
Alaska,Maine,0.819212270239697
Alaska,Maryland,0.9301943007904673
Alaska,Massachusetts,0.9197641119645539
Alaska,Minnesota,0.7922582202468355
Alaska,Mississippi,0.8381580442249682
Alaska,Missouri,0.8652942891677401
Alaska,Montana,0.8907460018077467
Alaska,Nebraska,0.94586317122827
Alaska,Nevada,0.8667773481703286
Alaska,New Hampshire,0.9227767338725985
Alaska,New Jersey,0.8326937228327046
Alaska,New Mexico,0.874081894726882
Alaska,New York,0.8719075138100157
Alaska,North Carolina,0.8375200838549826
Alaska,North Dakota,0.9278488486801094
Alaska,Ohio,0.9089005954682687
Alaska,Oklahoma,0.8365610288873757
Alaska,Oregon,0.801947934447736
Alaska,Pennsylvania,0.9621557408895212
Alaska,Rhode Island,0.8905235922038355
Alaska,South Carolina,0.7744126233427545
Alaska,South Dakota,0.9690010918629449
Alaska,Tennessee,0.9108928741967769
Alaska,Texas,0.7880809686574728
Alaska,Utah,0.8603095565316948
Alaska,Virginia,0.8017465484561984
Alaska,Washington,0.8507579265636896
Alaska,West Virginia,0.9030358328442356
Alaska,Wisconsin,0.9185495709598892
Alaska,Wyoming,0.7861083834371142
Arizona,Alabama,0.9700317288557532
Arizona,Alaska,0.8072764161939241
Arizona,Arkansas,0.9811988257119318
Arizona,California,0.9654987919795416
Arizona,Colorado,0.7746545908150537
Arizona,Connecticut,0.8904743061170443
Arizona,Delaware,0.917466820566344
Arizona,District of Columbia,0.8854595460133982
Arizona,Florida,0.9443244922660874
Arizona,Georgia,0.9781124167410128
Arizona,Hawaii,0.7617008292600966
Arizona,Idaho,0.9044258600281665
Arizona,Illinois,0.8911831841163786
Arizona,Indiana,0.9458261737027016
Arizona,Iowa,0.9341158606779684
Arizona,Kansas,0.9724131224337046
Arizona,Kentucky,0.9721986525861225
Arizona,Louisiana,0.9854432216631599
Arizona,Maine,0.7737840288918995
Arizona,Maryland,0.9089717975799805
Arizona,Massachusetts,0.9409802159936037
Arizona,Mississippi,0.981294329688729
Arizona,Missouri,0.9662814673440567
Arizona,Montana,0.9463778709841324
Arizona,Nebraska,0.9218948306954357
Arizona,Nevada,0.9642342529084101
Arizona,New Hampshire,0.8805735927325811
Arizona,New Mexico,0.9642701681092425
Arizona,New York,0.862748407849517
Arizona,North Carolina,0.9583110466064741
Arizona,North Dakota,0.703436917455458
Arizona,Ohio,0.9589942206751207
Arizona,Oklahoma,0.9788345187399075
Arizona,Oregon,0.7904774030163015
Arizona,Pennsylvania,0.8361772886977311
Arizona,Rhode Island,0.9062353881756751
Arizona,South Carolina,0.9206180328924015
Arizona,South Dakota,0.8072964362895078
Arizona,Tennessee,0.9013998041692466
Arizona,Texas,0.957135964688019
Arizona,Utah,0.9841081122657136
Arizona,Virginia,0.9241972203310068
Arizona,Washington,0.8803646272716448
Arizona,West Virginia,0.9580469617692509
Arizona,Wisconsin,0.9495760292169846
Arizona,Wyoming,0.9478049372718415
Arkansas,Alabama,0.9851925199605831
Arkansas,Alaska,0.8193699894391506
Arkansas,Arizona,0.9811988257119318
Arkansas,California,0.9702952403977033
Arkansas,Colorado,0.7703062828649382
Arkansas,Connecticut,0.8764674261516916
Arkansas,Delaware,0.903674776961029
Arkansas,District of Columbia,0.8813090269359763
Arkansas,Florida,0.935703149044663
Arkansas,Georgia,0.9736541954607228
Arkansas,Hawaii,0.7285524897965873
Arkansas,Idaho,0.9196128112229885
Arkansas,Illinois,0.8822701932960513
Arkansas,Indiana,0.9518630159904379
Arkansas,Iowa,0.940165205666705
Arkansas,Kansas,0.9805892103462464
Arkansas,Kentucky,0.972002222710646
Arkansas,Louisiana,0.9881639223868491
Arkansas,Maine,0.7333191441346361
Arkansas,Maryland,0.8934583220563023
Arkansas,Massachusetts,0.9340483884921976
Arkansas,Mississippi,0.9860129549753207
Arkansas,Missouri,0.9736725639606548
Arkansas,Montana,0.962745008477624
Arkansas,Nebraska,0.9208256350380689
Arkansas,Nevada,0.9678742297946477
Arkansas,New Hampshire,0.8613742462179528
Arkansas,New Mexico,0.974249317011252
Arkansas,New York,0.8495824211832449
Arkansas,North Carolina,0.9670677100411628
Arkansas,Ohio,0.9650817884065807
Arkansas,Oklahoma,0.9891679229739688
Arkansas,Oregon,0.7856395827027223
Arkansas,Pennsylvania,0.8386320016098217
Arkansas,Rhode Island,0.9027940180821118
Arkansas,South Carolina,0.9183924585878794
Arkansas,South Dakota,0.8180190097570049
Arkansas,Tennessee,0.9281352388174503
Arkansas,Texas,0.9639534690268499
Arkansas,Utah,0.9843267509957254
Arkansas,Virginia,0.9156627015552834
Arkansas,Washington,0.8693295657112047
Arkansas,West Virginia,0.953607646289216
Arkansas,Wisconsin,0.9511762632521605
Arkansas,Wyoming,0.9441796686792934
California,Alabama,0.9791707463261224
California,Alaska,0.8488690688597978
California,Arizona,0.9654987919795416
California,Arkansas,0.9702952403977033
California,Colorado,0.8137394031727492
California,Connecticut,0.8788503687096193
California,Delaware,0.9171811130324696
California,District of Columbia,0.8777341743984737
California,Florida,0.9178560575526705
California,Georgia,0.9528362677852045
California,Hawaii,0.750803532878877
California,Idaho,0.96901459807172
California,Illinois,0.9186400466648591
California,Indiana,0.9824594623273459
California,Iowa,0.9459821049476985
California,Kansas,0.9913084747639072
California,Kentucky,0.9345857685119905
California,Louisiana,0.9620930805326242
California,Maine,0.7696263781878191
California,Maryland,0.91047519381227
California,Massachusetts,0.9410436144916242
California,Mississippi,0.9799442335939391
California,Missouri,0.9867648260018621
California,Montana,0.9715896869397002
California,Nebraska,0.9476768170148969
California,Nevada,0.9896941390465444
California,New Hampshire,0.8875323948741609
California,New Mexico,0.9924626794506458
California,New York,0.8349129869475473
California,North Carolina,0.9282440716090739
California,North Dakota,0.7792897988672096
California,Ohio,0.9852845017261089
California,Oklahoma,0.969199033189001
California,Oregon,0.8261244294504267
California,Pennsylvania,0.8821360037972379
California,Rhode Island,0.9195994884741385
California,South Carolina,0.8737016547694848
California,South Dakota,0.8775747892882364
California,Tennessee,0.9639230920981906
California,Texas,0.9270134022580786
California,Utah,0.9824057807746174
California,Virginia,0.8881802927265636
California,Washington,0.8921304457157014
California,West Virginia,0.9742749125784964
California,Wisconsin,0.9721350639876677
California,Wyoming,0.9740649516635306
Colorado,Alabama,0.7981494393563078
Colorado,Alaska,0.9276142350910583
Colorado,Arizona,0.7746545908150537
Colorado,Arkansas,0.7703062828649382
Colorado,California,0.8137394031727492
Colorado,Connecticut,0.8290130673819307
Colorado,Delaware,0.8848781746860477
Colorado,District of Columbia,0.7884699726234021
Colorado,Florida,0.8664034481772084
Colorado,Georgia,0.7640532288959392
Colorado,Hawaii,0.865605542412697
Colorado,Idaho,0.852289865776027
Colorado,Illinois,0.9575439001481166
Colorado,Indiana,0.8928817432612354
Colorado,Iowa,0.8777876079244952
Colorado,Kansas,0.8100548447727135
Colorado,Kentucky,0.7548218175446124
Colorado,Louisiana,0.7737059462031866
Colorado,Maine,0.896036649586574
Colorado,Maryland,0.8854383835362163
Colorado,Massachusetts,0.8533058916444558
Colorado,Minnesota,0.8558205853739209
Colorado,Mississippi,0.785453068118047
Colorado,Missouri,0.8416895036285955
Colorado,Montana,0.8511589081714076
Colorado,Nebraska,0.8732299466095202
Colorado,Nevada,0.8549242967875351
Colorado,New Hampshire,0.862525560720514
Colorado,New Mexico,0.8455689733108133
Colorado,New York,0.7416443848249488
Colorado,North Carolina,0.779580012697336
Colorado,North Dakota,0.9526452635205209
Colorado,Ohio,0.8698820232359534
Colorado,Oklahoma,0.7810013685572115
Colorado,Oregon,0.9284533581337361
Colorado,Pennsylvania,0.9429629637247714
Colorado,Puerto Rico,0.7919745664284923
Colorado,Rhode Island,0.843768210584183
Colorado,South Dakota,0.886184606555733
Colorado,Tennessee,0.8580565103715735
Colorado,Texas,0.720244070617921
Colorado,Utah,0.8126181726708063
Colorado,Virginia,0.7183353077361471
Colorado,Washington,0.9356153680037335
Colorado,West Virginia,0.8903328145797688
Colorado,Wisconsin,0.9069066702574486
Colorado,Wyoming,0.7734958039166815
Connecticut,Alabama,0.8771543877258732
Connecticut,Alaska,0.9072491413383836
Connecticut,Arizona,0.8904743061170443
Connecticut,Arkansas,0.8764674261516916
Connecticut,California,0.8788503687096193
Connecticut,Colorado,0.8290130673819307
Connecticut,Delaware,0.9758094996959479
Connecticut,District of Columbia,0.969600793218683
Connecticut,Florida,0.9666646483743954
Connecticut,Georgia,0.9257450167076783
Connecticut,Hawaii,0.8269806625343051
Connecticut,Idaho,0.879350030640041
Connecticut,Illinois,0.9281799816964337
Connecticut,Indiana,0.8831362105538526
Connecticut,Iowa,0.9451658776985679
Connecticut,Kansas,0.88377284504089
Connecticut,Kentucky,0.916654447680476
Connecticut,Louisiana,0.8916583036061045
Connecticut,Maine,0.8402829332197057
Connecticut,Maryland,0.9820948557012884
Connecticut,Massachusetts,0.983048192929116
Connecticut,Mississippi,0.8923144409179559
Connecticut,Missouri,0.8745478353355993
Connecticut,Montana,0.9146218680982671
Connecticut,Nebraska,0.9497437631232098
Connecticut,Nevada,0.8725788064488468
Connecticut,New Hampshire,0.9640334682097775
Connecticut,New Jersey,0.9237238112914457
Connecticut,New Mexico,0.8842620806129711
Connecticut,New York,0.9725133253241556
Connecticut,North Carolina,0.9251297520230153
Connecticut,North Dakota,0.8094760642305747
Connecticut,Ohio,0.9259925888482551
Connecticut,Oklahoma,0.903818479458769
Connecticut,Oregon,0.7364796148285928
Connecticut,Pennsylvania,0.9369722623711025
Connecticut,Rhode Island,0.9490705559957631
Connecticut,South Carolina,0.90129455444496
Connecticut,South Dakota,0.8972638494727632
Connecticut,Tennessee,0.8581726590938857
Connecticut,Texas,0.90396297604017
Connecticut,Utah,0.8998544605465981
Connecticut,Vermont,0.741282682391296
Connecticut,Virginia,0.9289980001030866
Connecticut,Washington,0.826253063748603
Connecticut,West Virginia,0.9126947574946085
Connecticut,Wisconsin,0.9231785558943523
Connecticut,Wyoming,0.8407188396389005
Delaware,Alabama,0.9116382859356312
Delaware,Alaska,0.9293561153259936
Delaware,Arizona,0.917466820566344
Delaware,Arkansas,0.903674776961029
Delaware,California,0.9171811130324696
Delaware,Colorado,0.8848781746860477
Delaware,Connecticut,0.9758094996959479
Delaware,District of Columbia,0.9550849707325918
Delaware,Florida,0.9833030324887816
Delaware,Georgia,0.9424571551128873
Delaware,Hawaii,0.8238287144739889
Delaware,Idaho,0.9108277323086529
Delaware,Illinois,0.9658596439236465
Delaware,Indiana,0.9291757540777497
Delaware,Iowa,0.9623106759581866
Delaware,Kansas,0.9210627862229284
Delaware,Kentucky,0.9286046786889103
Delaware,Louisiana,0.9160843567067694
Delaware,Maine,0.8883607941849054
Delaware,Maryland,0.9884284186830475
Delaware,Massachusetts,0.9844048179759235
Delaware,Mississippi,0.9266222277217501
